Cod_IBGE,Nome_Município,UF,Atributo,Valor
3508207,Buritizal,SP,2023 - Receita Corrente Líquida,45980703.94
3508207,Buritizal,SP,Indicador 1,0.0008294120518416752
3508207,Buritizal,SP,Nota 1,A
3109402,Buritizeiro,MG,2023 - Dívida Consolidada,25018923.68
3109402,Buritizeiro,MG,2023 - Receita Corrente Líquida,123465844.96
3109402,Buritizeiro,MG,Indicador 1,0.20263841946009878
3109402,Buritizeiro,MG,Nota 1,A
4302709,Butiá,RS,2023 - Dívida Consolidada,21172105.18
4302709,Butiá,RS,2023 - Receita Corrente Líquida,86070007.55
4302709,Butiá,RS,Indicador 1,0.24598702594165162
4302709,Butiá,RS,Nota 1,A
1300839,Caapiranga,AM,2023 - Dívida Consolidada,3445312.49
1300839,Caapiranga,AM,2023 - Receita Corrente Líquida,78322144.79
1300839,Caapiranga,AM,Indicador 1,0.04398899569512159
1300839,Caapiranga,AM,Nota 1,A
2503001,Caaporã,PB,2023 - Dívida Consolidada,56738713.15
2503001,Caaporã,PB,2023 - Receita Corrente Líquida,97008365.84
2503001,Caaporã,PB,Indicador 1,0.5848847432764877
2503001,Caaporã,PB,Nota 1,A
5002407,Caarapó,MS,2023 - Dívida Consolidada,29386148.51
5002407,Caarapó,MS,2023 - Receita Corrente Líquida,190561240.86
5002407,Caarapó,MS,Indicador 1,0.1542084233781264
5002407,Caarapó,MS,Nota 1,A
2904803,Caatiba,BA,2023 - Dívida Consolidada,3086968.61
2904803,Caatiba,BA,2023 - Receita Corrente Líquida,38150193.21
2904803,Caatiba,BA,Indicador 1,0.08091619858928625
2904803,Caatiba,BA,Nota 1,A
2503100,Cabaceiras,PB,2023 - Dívida Consolidada,4201950.74
2503100,Cabaceiras,PB,2023 - Receita Corrente Líquida,37309210.45
2503100,Cabaceiras,PB,Indicador 1,0.11262502447301186
2503100,Cabaceiras,PB,Nota 1,A
2904852,Cabaceiras do Paraguaçu,BA,2023 - Dívida Consolidada,40389013.02
2904852,Cabaceiras do Paraguaçu,BA,2023 - Receita Corrente Líquida,75756653.7
2904852,Cabaceiras do Paraguaçu,BA,Indicador 1,0.5331414608140222
2904852,Cabaceiras do Paraguaçu,BA,Nota 1,A
3109451,Cabeceira Grande,MG,2023 - Dívida Consolidada,5077315.72
3109451,Cabeceira Grande,MG,2023 - Receita Corrente Líquida,55232885.38
3109451,Cabeceira Grande,MG,Indicador 1,0.09192559260788703
3109451,Cabeceira Grande,MG,Nota 1,A
5204003,Cabeceiras,GO,2023 - Dívida Consolidada,1407149.73
5204003,Cabeceiras,GO,2023 - Receita Corrente Líquida,41969176.07
5204003,Cabeceiras,GO,Indicador 1,0.033528171428789263
5204003,Cabeceiras,GO,Nota 1,A
2202059,Cabeceiras do Piauí,PI,2023 - Dívida Consolidada,1351484.21
2202059,Cabeceiras do Piauí,PI,2023 - Receita Corrente Líquida,43229221.33
2202059,Cabeceiras do Piauí,PI,Indicador 1,0.031263209662814435
2202059,Cabeceiras do Piauí,PI,Nota 1,A
2503209,Cabedelo,PB,2023 - Dívida Consolidada,39855939.3
2503209,Cabedelo,PB,2023 - Receita Corrente Líquida,463550430.87
2503209,Cabedelo,PB,Indicador 1,0.08597972657515955
2503209,Cabedelo,PB,Nota 1,A
1100031,Cabixi,RO,2023 - Dívida Consolidada,0
1100031,Cabixi,RO,2023 - Receita Corrente Líquida,39210086.24
1100031,Cabixi,RO,Indicador 1,0
1100031,Cabixi,RO,Nota 1,A
2602902,Cabo de Santo Agostinho,PE,2023 - Dívida Consolidada,110302534.32
2602902,Cabo de Santo Agostinho,PE,2023 - Receita Corrente Líquida,992414726.13
2602902,Cabo de Santo Agostinho,PE,Indicador 1,0.11114560416705371
2602902,Cabo de Santo Agostinho,PE,Nota 1,A
3300704,Cabo Frio,RJ,2023 - Dívida Consolidada,717196502.9
3300704,Cabo Frio,RJ,2023 - Receita Corrente Líquida,1402233054.2
3300704,Cabo Frio,RJ,Indicador 1,0.5114674060434083
3300704,Cabo Frio,RJ,Nota 1,A
3109501,Cabo Verde,MG,2023 - Dívida Consolidada,4491883.01
3109501,Cabo Verde,MG,2023 - Receita Corrente Líquida,54400453.62
3109501,Cabo Verde,MG,Indicador 1,0.08257069033609282
3109501,Cabo Verde,MG,Nota 1,A
3508306,Cabrália Paulista,SP,2023 - Dívida Consolidada,2244919.39
3508306,Cabrália Paulista,SP,2023 - Receita Corrente Líquida,30803920.29
3508306,Cabrália Paulista,SP,Indicador 1,0.07287771714981282
3508306,Cabrália Paulista,SP,Nota 1,A
3508405,Cabreúva,SP,2023 - Dívida Consolidada,21056169.01
3508405,Cabreúva,SP,2023 - Receita Corrente Líquida,328687531.41
3508405,Cabreúva,SP,Indicador 1,0.06406135614476609
3508405,Cabreúva,SP,Nota 1,A
2603009,Cabrobó,PE,2023 - Dívida Consolidada,16712633.68
2603009,Cabrobó,PE,2023 - Receita Corrente Líquida,122750683.75
2603009,Cabrobó,PE,Indicador 1,0.13615104347636678
2603009,Cabrobó,PE,Nota 1,A
4203006,Caçador,SC,2023 - Dívida Consolidada,81570008.56
4203006,Caçador,SC,2023 - Receita Corrente Líquida,335818122.5
4203006,Caçador,SC,Indicador 1,0.2428993645511195
4203006,Caçador,SC,Nota 1,A
3508504,Caçapava,SP,2023 - Dívida Consolidada,41017978.76
3508504,Caçapava,SP,2023 - Receita Corrente Líquida,399816679.39
3508504,Caçapava,SP,Indicador 1,0.10259196495399116
3508504,Caçapava,SP,Nota 1,A
4302808,Caçapava do Sul,RS,2023 - Dívida Consolidada,7622125.9
4302808,Caçapava do Sul,RS,2023 - Receita Corrente Líquida,146671693.67
4302808,Caçapava do Sul,RS,Indicador 1,0.05196725904828778
4302808,Caçapava do Sul,RS,Nota 1,A
1100601,Cacaulândia,RO,2023 - Dívida Consolidada,0
1100601,Cacaulândia,RO,2023 - Receita Corrente Líquida,34540684.97
1100601,Cacaulândia,RO,Indicador 1,0
1100601,Cacaulândia,RO,Nota 1,A
4302907,Cacequi,RS,2023 - Dívida Consolidada,12331610.6
4302907,Cacequi,RS,2023 - Receita Corrente Líquida,69216280.57
4302907,Cacequi,RS,Indicador 1,0.1781605497788741
4302907,Cacequi,RS,Nota 1,A
5102504,Cáceres,MT,2023 - Dívida Consolidada,30699432.02
5102504,Cáceres,MT,2023 - Receita Corrente Líquida,377095085.66
5102504,Cáceres,MT,Indicador 1,0.0814103211296673
5102504,Cáceres,MT,Nota 1,A
2904902,Cachoeira,BA,2023 - Dívida Consolidada,24314566.95
2904902,Cachoeira,BA,2023 - Receita Corrente Líquida,109998988.66
2904902,Cachoeira,BA,Indicador 1,0.22104355000167145
2904902,Cachoeira,BA,Nota 1,A
5204102,Cachoeira Alta,GO,2023 - Dívida Consolidada,3265034.85
5204102,Cachoeira Alta,GO,2023 - Receita Corrente Líquida,58045379.74
5204102,Cachoeira Alta,GO,Indicador 1,0.05624969402603481
5204102,Cachoeira Alta,GO,Nota 1,A
3109600,Cachoeira da Prata,MG,2023 - Dívida Consolidada,3414232.56
3109600,Cachoeira da Prata,MG,2023 - Receita Corrente Líquida,26520892.15
3109600,Cachoeira da Prata,MG,Indicador 1,0.12873747009298855
3109600,Cachoeira da Prata,MG,Nota 1,A
5204201,Cachoeira de Goiás,GO,2023 - Dívida Consolidada,0
5204201,Cachoeira de Goiás,GO,2023 - Receita Corrente Líquida,0
5204201,Cachoeira de Goiás,GO,Indicador 1,n.d.
5204201,Cachoeira de Goiás,GO,Nota 1,n.d.
3109709,Cachoeira de Minas,MG,2023 - Dívida Consolidada,0
3109709,Cachoeira de Minas,MG,2023 - Receita Corrente Líquida,50273244.06
3109709,Cachoeira de Minas,MG,Indicador 1,0
3109709,Cachoeira de Minas,MG,Nota 1,A
3102704,Cachoeira de Pajeú,MG,2023 - Dívida Consolidada,1404366.29
3102704,Cachoeira de Pajeú,MG,2023 - Receita Corrente Líquida,34877853.61
3102704,Cachoeira de Pajeú,MG,Indicador 1,0.04026527279182533
3102704,Cachoeira de Pajeú,MG,Nota 1,A
1502004,Cachoeira do Arari,PA,2023 - Dívida Consolidada,2026285.3
1502004,Cachoeira do Arari,PA,2023 - Receita Corrente Líquida,76106039.96
1502004,Cachoeira do Arari,PA,Indicador 1,0.026624500513559506
1502004,Cachoeira do Arari,PA,Nota 1,A
1501956,Cachoeira do Piriá,PA,2023 - Dívida Consolidada,4530.27
1501956,Cachoeira do Piriá,PA,2023 - Receita Corrente Líquida,93510353.88
1501956,Cachoeira do Piriá,PA,Indicador 1,4.8446720732268934e-05
1501956,Cachoeira do Piriá,PA,Nota 1,A
4303004,Cachoeira do Sul,RS,2023 - Dívida Consolidada,45017800.84
4303004,Cachoeira do Sul,RS,2023 - Receita Corrente Líquida,365901411.04
4303004,Cachoeira do Sul,RS,Indicador 1,0.12303259698301272
4303004,Cachoeira do Sul,RS,Nota 1,A
2503308,Cachoeira dos Índios,PB,2023 - Dívida Consolidada,1794658.14
2503308,Cachoeira dos Índios,PB,2023 - Receita Corrente Líquida,44978210.73
2503308,Cachoeira dos Índios,PB,Indicador 1,0.039900612115790136
2503308,Cachoeira dos Índios,PB,Nota 1,A
3109808,Cachoeira Dourada,MG,2023 - Dívida Consolidada,1803254.61
3109808,Cachoeira Dourada,MG,2023 - Receita Corrente Líquida,45281820.13
3109808,Cachoeira Dourada,MG,Indicador 1,0.039822926835162975
3109808,Cachoeira Dourada,MG,Nota 1,A
5204250,Cachoeira Dourada,GO,2023 - Dívida Consolidada,27840019.01
5204250,Cachoeira Dourada,GO,2023 - Receita Corrente Líquida,65357522.99
5204250,Cachoeira Dourada,GO,Indicador 1,0.42596502646313034
5204250,Cachoeira Dourada,GO,Nota 1,A
2102374,Cachoeira Grande,MA,2023 - Dívida Consolidada,3694703.17
2102374,Cachoeira Grande,MA,2023 - Receita Corrente Líquida,47170122.25
2102374,Cachoeira Grande,MA,Indicador 1,0.07832719089465578
2102374,Cachoeira Grande,MA,Nota 1,A
3508603,Cachoeira Paulista,SP,2023 - Dívida Consolidada,35503492
3508603,Cachoeira Paulista,SP,2023 - Receita Corrente Líquida,124553203.43
3508603,Cachoeira Paulista,SP,Indicador 1,0.2850467994582995
3508603,Cachoeira Paulista,SP,Nota 1,A
3300803,Cachoeiras de Macacu,RJ,2023 - Dívida Consolidada,25313648.8
3300803,Cachoeiras de Macacu,RJ,2023 - Receita Corrente Líquida,402673344.5
3300803,Cachoeiras de Macacu,RJ,Indicador 1,0.06286397931661454
3300803,Cachoeiras de Macacu,RJ,Nota 1,A
1703826,Cachoeirinha,TO,2023 - Dívida Consolidada,3966803.23
1703826,Cachoeirinha,TO,2023 - Receita Corrente Líquida,19453793.15
1703826,Cachoeirinha,TO,Indicador 1,0.20390898573936983
1703826,Cachoeirinha,TO,Nota 1,A
2603108,Cachoeirinha,PE,2023 - Dívida Consolidada,10678964.08
2603108,Cachoeirinha,PE,2023 - Receita Corrente Líquida,65186305.85
2603108,Cachoeirinha,PE,Indicador 1,0.16382220070229675
2603108,Cachoeirinha,PE,Nota 1,A
4303103,Cachoeirinha,RS,2023 - Dívida Consolidada,255006725.89
4303103,Cachoeirinha,RS,2023 - Receita Corrente Líquida,532809480.65
4303103,Cachoeirinha,RS,Indicador 1,0.47860771091930454
4303103,Cachoeirinha,RS,Nota 1,A
3201209,Cachoeiro de Itapemirim,ES,2023 - Dívida Consolidada,67672199.71
3201209,Cachoeiro de Itapemirim,ES,2023 - Receita Corrente Líquida,764354081.8
3201209,Cachoeiro de Itapemirim,ES,Indicador 1,0.08853514532248816
3201209,Cachoeiro de Itapemirim,ES,Nota 1,A
2503407,Cacimba de Areia,PB,2023 - Dívida Consolidada,358663.57
2503407,Cacimba de Areia,PB,2023 - Receita Corrente Líquida,23267271.7
2503407,Cacimba de Areia,PB,Indicador 1,0.015414938830150852
2503407,Cacimba de Areia,PB,Nota 1,A
2503506,Cacimba de Dentro,PB,2023 - Dívida Consolidada,43465399.23
2503506,Cacimba de Dentro,PB,2023 - Receita Corrente Líquida,61307771.42
2503506,Cacimba de Dentro,PB,Indicador 1,0.7089704652976603
2503506,Cacimba de Dentro,PB,Nota 1,B
2503555,Cacimbas,PB,2023 - Dívida Consolidada,5420960.26
2503555,Cacimbas,PB,2023 - Receita Corrente Líquida,38019050.94
2503555,Cacimbas,PB,Indicador 1,0.14258536512537154
2503555,Cacimbas,PB,Nota 1,A
2701209,Cacimbinhas,AL,2023 - Dívida Consolidada,1744506.54
2701209,Cacimbinhas,AL,2023 - Receita Corrente Líquida,90128414.2
2701209,Cacimbinhas,AL,Indicador 1,0.01935578868755909
2701209,Cacimbinhas,AL,Nota 1,A
4303202,Cacique Doble,RS,2023 - Dívida Consolidada,3048466.41
4303202,Cacique Doble,RS,2023 - Receita Corrente Líquida,29638648.81
4303202,Cacique Doble,RS,Indicador 1,0.10285443272202935
4303202,Cacique Doble,RS,Nota 1,A
1100049,Cacoal,RO,2023 - Dívida Consolidada,67395651.69
1100049,Cacoal,RO,2023 - Receita Corrente Líquida,338628874.76
1100049,Cacoal,RO,Indicador 1,0.19902511780120943
1100049,Cacoal,RO,Nota 1,A
3508702,Caconde,SP,2023 - Dívida Consolidada,10913817.16
3508702,Caconde,SP,2023 - Receita Corrente Líquida,80938894.27
3508702,Caconde,SP,Indicador 1,0.13484020579269523
3508702,Caconde,SP,Nota 1,A
5204300,Caçu,GO,2023 - Dívida Consolidada,14145542.68
5204300,Caçu,GO,2023 - Receita Corrente Líquida,89908165.63
5204300,Caçu,GO,Indicador 1,0.1573332364294173
5204300,Caçu,GO,Nota 1,A
2905008,Caculé,BA,2023 - Dívida Consolidada,22622980.15
2905008,Caculé,BA,2023 - Receita Corrente Líquida,92008460.58
2905008,Caculé,BA,Indicador 1,0.24587934639260323
2905008,Caculé,BA,Nota 1,A
2905107,Caém,BA,2023 - Dívida Consolidada,11903251.91
2905107,Caém,BA,2023 - Receita Corrente Líquida,51841535.98
2905107,Caém,BA,Indicador 1,0.2296083957580302
2905107,Caém,BA,Nota 1,A
3109907,Caetanópolis,MG,2023 - Dívida Consolidada,788697.96
3109907,Caetanópolis,MG,2023 - Receita Corrente Líquida,49727672.67
3109907,Caetanópolis,MG,Indicador 1,0.01586034329886929
3109907,Caetanópolis,MG,Nota 1,A
2905156,Caetanos,BA,2023 - Dívida Consolidada,7285706.37
2905156,Caetanos,BA,2023 - Receita Corrente Líquida,52446057.54
2905156,Caetanos,BA,Indicador 1,0.13891809435710734
2905156,Caetanos,BA,Nota 1,A
3110004,Caeté,MG,2023 - Dívida Consolidada,4009796.33
3110004,Caeté,MG,2023 - Receita Corrente Líquida,164766999.39
3110004,Caeté,MG,Indicador 1,0.02433616163943665
3110004,Caeté,MG,Nota 1,A
2603207,Caetés,PE,2023 - Dívida Consolidada,9218041.61
2603207,Caetés,PE,2023 - Receita Corrente Líquida,100714877.1
2603207,Caetés,PE,Indicador 1,0.09152611685011926
2603207,Caetés,PE,Nota 1,A
2905206,Caetité,BA,2023 - Dívida Consolidada,41946216.17
2905206,Caetité,BA,2023 - Receita Corrente Líquida,198872910.88
2905206,Caetité,BA,Indicador 1,0.21091970738694707
2905206,Caetité,BA,Nota 1,A
2905305,Cafarnaum,BA,2023 - Dívida Consolidada,45987015.43
2905305,Cafarnaum,BA,2023 - Receita Corrente Líquida,74952868.98
2905305,Cafarnaum,BA,Indicador 1,0.613545766237059
2905305,Cafarnaum,BA,Nota 1,B
4103404,Cafeara,PR,2023 - Dívida Consolidada,832526.3
4103404,Cafeara,PR,2023 - Receita Corrente Líquida,25241477.93
4103404,Cafeara,PR,Indicador 1,0.03298247045235517
4103404,Cafeara,PR,Nota 1,A
3508801,Cafelândia,SP,2023 - Dívida Consolidada,16416567.01
3508801,Cafelândia,SP,2023 - Receita Corrente Líquida,93731263.04
3508801,Cafelândia,SP,Indicador 1,0.1751450527557086
3508801,Cafelândia,SP,Nota 1,A
4103453,Cafelândia,PR,2023 - Dívida Consolidada,4939598.91
4103453,Cafelândia,PR,2023 - Receita Corrente Líquida,116560676.75
4103453,Cafelândia,PR,Indicador 1,0.042377918932252595
4103453,Cafelândia,PR,Nota 1,A
4103479,Cafezal do Sul,PR,2023 - Dívida Consolidada,2519772.36
4103479,Cafezal do Sul,PR,2023 - Receita Corrente Líquida,31800401.41
4103479,Cafezal do Sul,PR,Indicador 1,0.07923712432157
4103479,Cafezal do Sul,PR,Nota 1,A
3508900,Caiabu,SP,2023 - Dívida Consolidada,4130024.35
3508900,Caiabu,SP,2023 - Receita Corrente Líquida,26217169.84
3508900,Caiabu,SP,Indicador 1,0.15753128103471906
3508900,Caiabu,SP,Nota 1,A
3110103,Caiana,MG,2023 - Dívida Consolidada,1121846.05
3110103,Caiana,MG,2023 - Receita Corrente Líquida,28515872.96
3110103,Caiana,MG,Indicador 1,0.03934110842665221
3110103,Caiana,MG,Nota 1,A
5204409,Caiapônia,GO,2023 - Dívida Consolidada,11850460.8
5204409,Caiapônia,GO,2023 - Receita Corrente Líquida,98177573.67
5204409,Caiapônia,GO,Indicador 1,0.12070435596455498
5204409,Caiapônia,GO,Nota 1,A
4303301,Caibaté,RS,2023 - Dívida Consolidada,262530.14
4303301,Caibaté,RS,2023 - Receita Corrente Líquida,33713289.53
4303301,Caibaté,RS,Indicador 1,0.007787141025392547
4303301,Caibaté,RS,Nota 1,A
4203105,Caibi,SC,2023 - Dívida Consolidada,0
4203105,Caibi,SC,2023 - Receita Corrente Líquida,39949841.16
4203105,Caibi,SC,Indicador 1,0
4203105,Caibi,SC,Nota 1,A
2503605,Caiçara,PB,2023 - Dívida Consolidada,15961108.11
2503605,Caiçara,PB,2023 - Receita Corrente Líquida,32495598.9
2503605,Caiçara,PB,Indicador 1,0.49117753327512914
2503605,Caiçara,PB,Nota 1,A
4303400,Caiçara,RS,2023 - Dívida Consolidada,99692.25
4303400,Caiçara,RS,2023 - Receita Corrente Líquida,29122787.28
4303400,Caiçara,RS,Indicador 1,0.003423169940483801
4303400,Caiçara,RS,Nota 1,A
2401859,Caiçara do Norte,RN,2023 - Dívida Consolidada,1187402.48
2401859,Caiçara do Norte,RN,2023 - Receita Corrente Líquida,28652816.29
2401859,Caiçara do Norte,RN,Indicador 1,0.04144103909305454
2401859,Caiçara do Norte,RN,Nota 1,A
2401909,Caiçara do Rio do Vento,RN,2023 - Dívida Consolidada,6112514
2401909,Caiçara do Rio do Vento,RN,2023 - Receita Corrente Líquida,27385355.7
2401909,Caiçara do Rio do Vento,RN,Indicador 1,0.223203746811293
2401909,Caiçara do Rio do Vento,RN,Nota 1,A
2402006,Caicó,RN,2023 - Dívida Consolidada,89142385.31
2402006,Caicó,RN,2023 - Receita Corrente Líquida,202863507.54
2402006,Caicó,RN,Indicador 1,0.43942050687664064
2402006,Caicó,RN,Nota 1,A
3509007,Caieiras,SP,2023 - Dívida Consolidada,25186043.7
3509007,Caieiras,SP,2023 - Receita Corrente Líquida,423418625.44
3509007,Caieiras,SP,Indicador 1,0.059482607015285766
3509007,Caieiras,SP,Nota 1,A
2905404,Cairu,BA,2023 - Dívida Consolidada,20524301.86
2905404,Cairu,BA,2023 - Receita Corrente Líquida,129981635.16
2905404,Cairu,BA,Indicador 1,0.15790155151330226
2905404,Cairu,BA,Nota 1,A
3509106,Caiuá,SP,2023 - Dívida Consolidada,35763543.91
3509106,Caiuá,SP,2023 - Receita Corrente Líquida,37874817.93
3509106,Caiuá,SP,Indicador 1,0.944256523585089
3509106,Caiuá,SP,Nota 1,B
3509205,Cajamar,SP,2023 - Dívida Consolidada,326399581.26
3509205,Cajamar,SP,2023 - Receita Corrente Líquida,839291036.05
3509205,Cajamar,SP,Indicador 1,0.3888991627935784
3509205,Cajamar,SP,Nota 1,A
2102408,Cajapió,MA,2023 - Dívida Consolidada,8961162.69
2102408,Cajapió,MA,2023 - Receita Corrente Líquida,40091622.06
2102408,Cajapió,MA,Indicador 1,0.22351708984458082
2102408,Cajapió,MA,Nota 1,A
2102507,Cajari,MA,2023 - Dívida Consolidada,217444.5
2102507,Cajari,MA,2023 - Receita Corrente Líquida,73873510.02
2102507,Cajari,MA,Indicador 1,0.002943470534175655
2102507,Cajari,MA,Nota 1,A
3509254,Cajati,SP,2023 - Dívida Consolidada,1146314.2
3509254,Cajati,SP,2023 - Receita Corrente Líquida,180616191.21
3509254,Cajati,SP,Indicador 1,0.006346685711400015
3509254,Cajati,SP,Nota 1,A
2503704,Cajazeiras,PB,2023 - Dívida Consolidada,158948958.13
2503704,Cajazeiras,PB,2023 - Receita Corrente Líquida,224961453.24
2503704,Cajazeiras,PB,Indicador 1,0.7065608611641808
2503704,Cajazeiras,PB,Nota 1,B
2202075,Cajazeiras do Piauí,PI,2023 - Dívida Consolidada,1198624.06
2202075,Cajazeiras do Piauí,PI,2023 - Receita Corrente Líquida,30133898.77
2202075,Cajazeiras do Piauí,PI,Indicador 1,0.0397766007362213
2202075,Cajazeiras do Piauí,PI,Nota 1,A
2503753,Cajazeirinhas,PB,2023 - Dívida Consolidada,1045055.39
2503753,Cajazeirinhas,PB,2023 - Receita Corrente Líquida,24947389.36
2503753,Cajazeirinhas,PB,Indicador 1,0.04189037076863902
2503753,Cajazeirinhas,PB,Nota 1,A
3509304,Cajobi,SP,2023 - Dívida Consolidada,4654967.11
3509304,Cajobi,SP,2023 - Receita Corrente Líquida,49885003.86
3509304,Cajobi,SP,Indicador 1,0.09331395709748674
3509304,Cajobi,SP,Nota 1,A
2701308,Cajueiro,AL,2023 - Dívida Consolidada,5874071.75
2701308,Cajueiro,AL,2023 - Receita Corrente Líquida,95605355.16
2701308,Cajueiro,AL,Indicador 1,0.06144082347865837
2701308,Cajueiro,AL,Nota 1,A
2202083,Cajueiro da Praia,PI,2023 - Dívida Consolidada,433113.65
2202083,Cajueiro da Praia,PI,2023 - Receita Corrente Líquida,46551645.34
2202083,Cajueiro da Praia,PI,Indicador 1,0.009303938600594261
2202083,Cajueiro da Praia,PI,Nota 1,A
3110202,Cajuri,MG,2023 - Dívida Consolidada,504728.73
3110202,Cajuri,MG,2023 - Receita Corrente Líquida,28102704.79
3110202,Cajuri,MG,Indicador 1,0.01796014774277533
3110202,Cajuri,MG,Nota 1,A
3509403,Cajuru,SP,2023 - Dívida Consolidada,10646186.98
3509403,Cajuru,SP,2023 - Receita Corrente Líquida,108170795.17
3509403,Cajuru,SP,Indicador 1,0.09842016011131816
3509403,Cajuru,SP,Nota 1,A
2603306,Calçado,PE,2023 - Dívida Consolidada,8538279.49
2603306,Calçado,PE,2023 - Receita Corrente Líquida,48004984.92
2603306,Calçado,PE,Indicador 1,0.17786235125849925
2603306,Calçado,PE,Nota 1,A
3110301,Caldas,MG,2023 - Dívida Consolidada,7390623.41
3110301,Caldas,MG,2023 - Receita Corrente Líquida,65465686.85
3110301,Caldas,MG,Indicador 1,0.11289308591436553
3110301,Caldas,MG,Nota 1,A
2503803,Caldas Brandão,PB,2023 - Dívida Consolidada,15173893.01
2503803,Caldas Brandão,PB,2023 - Receita Corrente Líquida,40743202.67
2503803,Caldas Brandão,PB,Indicador 1,0.37242759566303874
2503803,Caldas Brandão,PB,Nota 1,A
5204508,Caldas Novas,GO,2023 - Dívida Consolidada,130599466.09
5204508,Caldas Novas,GO,2023 - Receita Corrente Líquida,437541641.74
5204508,Caldas Novas,GO,Indicador 1,0.2984846552447824
5204508,Caldas Novas,GO,Nota 1,A
5204557,Caldazinha,GO,2023 - Dívida Consolidada,546957.61
5204557,Caldazinha,GO,2023 - Receita Corrente Líquida,27051039.51
5204557,Caldazinha,GO,Indicador 1,0.02021946734423294
5204557,Caldazinha,GO,Nota 1,A
2905503,Caldeirão Grande,BA,2023 - Dívida Consolidada,8135656.9
2905503,Caldeirão Grande,BA,2023 - Receita Corrente Líquida,71273653.05
2905503,Caldeirão Grande,BA,Indicador 1,0.11414676464376904
2905503,Caldeirão Grande,BA,Nota 1,A
2202091,Caldeirão Grande do Piauí,PI,2023 - Dívida Consolidada,0
2202091,Caldeirão Grande do Piauí,PI,2023 - Receita Corrente Líquida,42487626.35
2202091,Caldeirão Grande do Piauí,PI,Indicador 1,0
2202091,Caldeirão Grande do Piauí,PI,Nota 1,A
4103503,Califórnia,PR,2023 - Dívida Consolidada,3304502.84
4103503,Califórnia,PR,2023 - Receita Corrente Líquida,39008634.36
4103503,Califórnia,PR,Indicador 1,0.08471208731645534
4103503,Califórnia,PR,Nota 1,A
4203154,Calmon,SC,2023 - Dívida Consolidada,8628174.19
4203154,Calmon,SC,2023 - Receita Corrente Líquida,31257588.38
4203154,Calmon,SC,Indicador 1,0.27603454511931225
4203154,Calmon,SC,Nota 1,A
2603405,Calumbi,PE,2023 - Dívida Consolidada,1502998.51
2603405,Calumbi,PE,2023 - Receita Corrente Líquida,36426490
2603405,Calumbi,PE,Indicador 1,0.04126114017573475
2603405,Calumbi,PE,Nota 1,A
2905602,Camacan,BA,2023 - Dívida Consolidada,82330373.93
2905602,Camacan,BA,2023 - Receita Corrente Líquida,112294869.47
2905602,Camacan,BA,Indicador 1,0.7331623814923698
2905602,Camacan,BA,Nota 1,B
2905701,Camaçari,BA,2023 - Dívida Consolidada,999427817.15
2905701,Camaçari,BA,2023 - Receita Corrente Líquida,1848572564.52
2905701,Camaçari,BA,Indicador 1,0.5406484096606244
2905701,Camaçari,BA,Nota 1,A
3110400,Camacho,MG,2023 - Dívida Consolidada,0
3110400,Camacho,MG,2023 - Receita Corrente Líquida,23893605.75
3110400,Camacho,MG,Indicador 1,0
3110400,Camacho,MG,Nota 1,A
2503902,Camalaú,PB,2023 - Dívida Consolidada,381963.32
2503902,Camalaú,PB,2023 - Receita Corrente Líquida,30578741.1
2503902,Camalaú,PB,Indicador 1,0.01249113947336439
2503902,Camalaú,PB,Nota 1,A
2905800,Camamu,BA,2023 - Dívida Consolidada,90841785.76
2905800,Camamu,BA,2023 - Receita Corrente Líquida,124327449.71
2905800,Camamu,BA,Indicador 1,0.7306655607582478
2905800,Camamu,BA,Nota 1,B
3110509,Camanducaia,MG,2023 - Dívida Consolidada,14881053.06
3110509,Camanducaia,MG,2023 - Receita Corrente Líquida,115693526.03
3110509,Camanducaia,MG,Indicador 1,0.12862476899650596
3110509,Camanducaia,MG,Nota 1,A
5002605,Camapuã,MS,2023 - Dívida Consolidada,4295229.27
5002605,Camapuã,MS,2023 - Receita Corrente Líquida,105074050.38
5002605,Camapuã,MS,Indicador 1,0.04087811647563138
5002605,Camapuã,MS,Nota 1,A
4303509,Camaquã,RS,2023 - Dívida Consolidada,23325649.55
4303509,Camaquã,RS,2023 - Receita Corrente Líquida,245867360.89
4303509,Camaquã,RS,Indicador 1,0.09487086641173083
4303509,Camaquã,RS,Nota 1,A
2603454,Camaragibe,PE,2023 - Dívida Consolidada,44710391.14
2603454,Camaragibe,PE,2023 - Receita Corrente Líquida,412357263.58
2603454,Camaragibe,PE,Indicador 1,0.10842634552337865
2603454,Camaragibe,PE,Nota 1,A
4303558,Camargo,RS,2023 - Dívida Consolidada,4891988.52
4303558,Camargo,RS,2023 - Receita Corrente Líquida,30555884.75
4303558,Camargo,RS,Indicador 1,0.16009971761658773
4303558,Camargo,RS,Nota 1,A
4103602,Cambará,PR,2023 - Dívida Consolidada,10244990.14
4103602,Cambará,PR,2023 - Receita Corrente Líquida,100685107.25
4103602,Cambará,PR,Indicador 1,0.10175278568817336
4103602,Cambará,PR,Nota 1,A
4303608,Cambará do Sul,RS,2023 - Dívida Consolidada,25092662.76
4303608,Cambará do Sul,RS,2023 - Receita Corrente Líquida,44384293.12
4303608,Cambará do Sul,RS,Indicador 1,0.5653500595843218
4303608,Cambará do Sul,RS,Nota 1,A
4103701,Cambé,PR,2023 - Dívida Consolidada,52564921.87
