Cod_IBGE,Nome_Município,UF,Atributo,Valor
4103701,Cambé,PR,2023 - Receita Corrente Líquida,409464505.85
4103701,Cambé,PR,Indicador 1,0.12837479468673704
4103701,Cambé,PR,Nota 1,A
4103800,Cambira,PR,2023 - Dívida Consolidada,10588182.39
4103800,Cambira,PR,2023 - Receita Corrente Líquida,44619981.55
4103800,Cambira,PR,Indicador 1,0.23729687960841395
4103800,Cambira,PR,Nota 1,A
4203204,Camboriú,SC,2023 - Dívida Consolidada,34035935.12
4203204,Camboriú,SC,2023 - Receita Corrente Líquida,394191906.79
4203204,Camboriú,SC,Indicador 1,0.08634356650587488
4203204,Camboriú,SC,Nota 1,A
3300902,Cambuci,RJ,2023 - Dívida Consolidada,10825452.4
3300902,Cambuci,RJ,2023 - Receita Corrente Líquida,112191747.3
3300902,Cambuci,RJ,Indicador 1,0.09649063019807341
3300902,Cambuci,RJ,Nota 1,A
3110608,Cambuí,MG,2023 - Dívida Consolidada,930962.77
3110608,Cambuí,MG,2023 - Receita Corrente Líquida,149094253.5
3110608,Cambuí,MG,Indicador 1,0.00624412241347719
3110608,Cambuí,MG,Nota 1,A
3110707,Cambuquira,MG,2023 - Dívida Consolidada,4173725.68
3110707,Cambuquira,MG,2023 - Receita Corrente Líquida,49009486.69
3110707,Cambuquira,MG,Indicador 1,0.08516158731471914
3110707,Cambuquira,MG,Nota 1,A
1502103,Cametá,PA,2023 - Dívida Consolidada,16295880.99
1502103,Cametá,PA,2023 - Receita Corrente Líquida,456290384.99
1502103,Cametá,PA,Indicador 1,0.03571383821808373
1502103,Cametá,PA,Nota 1,A
2302602,Camocim,CE,2023 - Dívida Consolidada,48675831.19
2302602,Camocim,CE,2023 - Receita Corrente Líquida,224370066.81
2302602,Camocim,CE,Indicador 1,0.21694440743389998
2302602,Camocim,CE,Nota 1,A
2603504,Camocim de São Félix,PE,2023 - Dívida Consolidada,22777696.61
2603504,Camocim de São Félix,PE,2023 - Receita Corrente Líquida,63413232.05
2603504,Camocim de São Félix,PE,Indicador 1,0.35919469602243687
2603504,Camocim de São Félix,PE,Nota 1,A
3110806,Campanário,MG,2023 - Dívida Consolidada,8422738.48
3110806,Campanário,MG,2023 - Receita Corrente Líquida,22610797.63
3110806,Campanário,MG,Indicador 1,0.3725095690045323
3110806,Campanário,MG,Nota 1,A
3110905,Campanha,MG,2023 - Dívida Consolidada,1611919.04
3110905,Campanha,MG,2023 - Receita Corrente Líquida,69234269.91
3110905,Campanha,MG,Indicador 1,0.023282097754412503
3110905,Campanha,MG,Nota 1,A
2701357,Campestre,AL,2023 - Dívida Consolidada,27778633.93
2701357,Campestre,AL,2023 - Receita Corrente Líquida,60888412.4
2701357,Campestre,AL,Indicador 1,0.45622201064319423
2701357,Campestre,AL,Nota 1,A
3111002,Campestre,MG,2023 - Dívida Consolidada,5390804.24
3111002,Campestre,MG,2023 - Receita Corrente Líquida,82637437.76
3111002,Campestre,MG,Indicador 1,0.06523440689988788
3111002,Campestre,MG,Nota 1,A
4303673,Campestre da Serra,RS,2023 - Dívida Consolidada,3661858.71
4303673,Campestre da Serra,RS,2023 - Receita Corrente Líquida,29253562.3
4303673,Campestre da Serra,RS,Indicador 1,0.12517650576866668
4303673,Campestre da Serra,RS,Nota 1,A
5204607,Campestre de Goiás,GO,2023 - Dívida Consolidada,3021643.51
5204607,Campestre de Goiás,GO,2023 - Receita Corrente Líquida,19853173.38
5204607,Campestre de Goiás,GO,Indicador 1,0.1521995225732522
5204607,Campestre de Goiás,GO,Nota 1,A
2102556,Campestre do Maranhão,MA,2023 - Dívida Consolidada,12191361.86
2102556,Campestre do Maranhão,MA,2023 - Receita Corrente Líquida,55305694.35
2102556,Campestre do Maranhão,MA,Indicador 1,0.22043592442484178
2102556,Campestre do Maranhão,MA,Nota 1,A
4103909,Campina da Lagoa,PR,2023 - Dívida Consolidada,13492479.71
4103909,Campina da Lagoa,PR,2023 - Receita Corrente Líquida,77065978.7
4103909,Campina da Lagoa,PR,Indicador 1,0.17507699165831783
4103909,Campina da Lagoa,PR,Nota 1,A
4303707,Campina das Missões,RS,2023 - Dívida Consolidada,988153.25
4303707,Campina das Missões,RS,2023 - Receita Corrente Líquida,32732193.68
4303707,Campina das Missões,RS,Indicador 1,0.030189032231096098
4303707,Campina das Missões,RS,Nota 1,A
3509452,Campina do Monte Alegre,SP,2023 - Dívida Consolidada,5040624.47
3509452,Campina do Monte Alegre,SP,2023 - Receita Corrente Líquida,35439006.11
3509452,Campina do Monte Alegre,SP,Indicador 1,0.1422337989489401
3509452,Campina do Monte Alegre,SP,Nota 1,A
4103958,Campina do Simão,PR,2023 - Dívida Consolidada,2243165.73
4103958,Campina do Simão,PR,2023 - Receita Corrente Líquida,36529426.79
4103958,Campina do Simão,PR,Indicador 1,0.06140708812365134
4103958,Campina do Simão,PR,Nota 1,A
2504009,Campina Grande,PB,2023 - Dívida Consolidada,763067371.7
2504009,Campina Grande,PB,2023 - Receita Corrente Líquida,1424100873.98
2504009,Campina Grande,PB,Indicador 1,0.5358239613795199
2504009,Campina Grande,PB,Nota 1,A
4104006,Campina Grande do Sul,PR,2023 - Dívida Consolidada,17970815.76
4104006,Campina Grande do Sul,PR,2023 - Receita Corrente Líquida,229789684.48
4104006,Campina Grande do Sul,PR,Indicador 1,0.07820549386569227
4104006,Campina Grande do Sul,PR,Nota 1,A
3111101,Campina Verde,MG,2023 - Dívida Consolidada,10566747.32
3111101,Campina Verde,MG,2023 - Receita Corrente Líquida,88880036.75
3111101,Campina Verde,MG,Indicador 1,0.11888774697204432
3111101,Campina Verde,MG,Nota 1,A
5204656,Campinaçu,GO,2023 - Dívida Consolidada,35027746.07
5204656,Campinaçu,GO,2023 - Receita Corrente Líquida,33589705.51
5204656,Campinaçu,GO,Indicador 1,1.042811943069042
5204656,Campinaçu,GO,Nota 1,C
5102603,Campinápolis,MT,2023 - Dívida Consolidada,751929.99
5102603,Campinápolis,MT,2023 - Receita Corrente Líquida,96646791.91
5102603,Campinápolis,MT,Indicador 1,0.007780185716875287
5102603,Campinápolis,MT,Nota 1,A
3509502,Campinas,SP,2023 - Dívida Consolidada,2117367419.22
3509502,Campinas,SP,2023 - Receita Corrente Líquida,6971501091.31
3509502,Campinas,SP,Indicador 1,0.3037175769590434
3509502,Campinas,SP,Nota 1,A
2202109,Campinas do Piauí,PI,2023 - Dívida Consolidada,1499363.76
2202109,Campinas do Piauí,PI,2023 - Receita Corrente Líquida,35903330.15
2202109,Campinas do Piauí,PI,Indicador 1,0.041761133402830046
2202109,Campinas do Piauí,PI,Nota 1,A
4303806,Campinas do Sul,RS,2023 - Dívida Consolidada,119137.7
4303806,Campinas do Sul,RS,2023 - Receita Corrente Líquida,39583361.59
4303806,Campinas do Sul,RS,Indicador 1,0.0030097923777675797
4303806,Campinas do Sul,RS,Nota 1,A
5204706,Campinorte,GO,2023 - Dívida Consolidada,1874984.27
5204706,Campinorte,GO,2023 - Receita Corrente Líquida,50876354.46
5204706,Campinorte,GO,Indicador 1,0.036853746497779234
5204706,Campinorte,GO,Nota 1,A
2701407,Campo Alegre,AL,2023 - Dívida Consolidada,66707805.61
2701407,Campo Alegre,AL,2023 - Receita Corrente Líquida,216122491.4
2701407,Campo Alegre,AL,Indicador 1,0.3086573969135727
2701407,Campo Alegre,AL,Nota 1,A
4203303,Campo Alegre,SC,2023 - Dívida Consolidada,13645833.39
4203303,Campo Alegre,SC,2023 - Receita Corrente Líquida,77195825.05
4203303,Campo Alegre,SC,Indicador 1,0.1767690594816695
4203303,Campo Alegre,SC,Nota 1,A
5204805,Campo Alegre de Goiás,GO,2023 - Dívida Consolidada,0
5204805,Campo Alegre de Goiás,GO,2023 - Receita Corrente Líquida,0
5204805,Campo Alegre de Goiás,GO,Indicador 1,n.d.
5204805,Campo Alegre de Goiás,GO,Nota 1,n.d.
2905909,Campo Alegre de Lourdes,BA,2023 - Dívida Consolidada,15913368.84
2905909,Campo Alegre de Lourdes,BA,2023 - Receita Corrente Líquida,136544699.53
2905909,Campo Alegre de Lourdes,BA,Indicador 1,0.11654329237806628
2905909,Campo Alegre de Lourdes,BA,Nota 1,A
2202117,Campo Alegre do Fidalgo,PI,2023 - Dívida Consolidada,645814.59
2202117,Campo Alegre do Fidalgo,PI,2023 - Receita Corrente Líquida,25337054.53
2202117,Campo Alegre do Fidalgo,PI,Indicador 1,0.025488937131004388
2202117,Campo Alegre do Fidalgo,PI,Nota 1,A
3111150,Campo Azul,MG,2023 - Dívida Consolidada,1507196.11
3111150,Campo Azul,MG,2023 - Receita Corrente Líquida,27199777.44
3111150,Campo Azul,MG,Indicador 1,0.05541207509233208
3111150,Campo Azul,MG,Nota 1,A
3111200,Campo Belo,MG,2023 - Dívida Consolidada,21043629.83
3111200,Campo Belo,MG,2023 - Receita Corrente Líquida,241005433.85
3111200,Campo Belo,MG,Indicador 1,0.08731599737745913
3111200,Campo Belo,MG,Nota 1,A
4203402,Campo Belo do Sul,SC,2023 - Dívida Consolidada,0
4203402,Campo Belo do Sul,SC,2023 - Receita Corrente Líquida,39304825.9
4203402,Campo Belo do Sul,SC,Indicador 1,0
4203402,Campo Belo do Sul,SC,Nota 1,A
4303905,Campo Bom,RS,2023 - Dívida Consolidada,29907755.22
4303905,Campo Bom,RS,2023 - Receita Corrente Líquida,368417816.28
4303905,Campo Bom,RS,Indicador 1,0.08117890584658888
4303905,Campo Bom,RS,Nota 1,A
4104055,Campo Bonito,PR,2023 - Dívida Consolidada,2300000
4104055,Campo Bonito,PR,2023 - Receita Corrente Líquida,32929700.47
4104055,Campo Bonito,PR,Indicador 1,0.06984576133923152
4104055,Campo Bonito,PR,Nota 1,A
2801009,Campo do Brito,SE,2023 - Dívida Consolidada,66790992.29
2801009,Campo do Brito,SE,2023 - Receita Corrente Líquida,64501481.12
2801009,Campo do Brito,SE,Indicador 1,1.0354954821229694
2801009,Campo do Brito,SE,Nota 1,C
3111309,Campo do Meio,MG,2023 - Dívida Consolidada,1695766.21
3111309,Campo do Meio,MG,2023 - Receita Corrente Líquida,52674458.49
3111309,Campo do Meio,MG,Indicador 1,0.032193329720170416
3111309,Campo do Meio,MG,Nota 1,A
4104105,Campo do Tenente,PR,2023 - Dívida Consolidada,4825456.62
4104105,Campo do Tenente,PR,2023 - Receita Corrente Líquida,37973579.15
4104105,Campo do Tenente,PR,Indicador 1,0.12707405327632912
4104105,Campo do Tenente,PR,Nota 1,A
4203501,Campo Erê,SC,2023 - Dívida Consolidada,0
4203501,Campo Erê,SC,2023 - Receita Corrente Líquida,56186632.17
4203501,Campo Erê,SC,Indicador 1,0
4203501,Campo Erê,SC,Nota 1,A
3111408,Campo Florido,MG,2023 - Dívida Consolidada,1264374.21
3111408,Campo Florido,MG,2023 - Receita Corrente Líquida,65233783.61
3111408,Campo Florido,MG,Indicador 1,0.019382199529603523
3111408,Campo Florido,MG,Nota 1,A
2906006,Campo Formoso,BA,2023 - Dívida Consolidada,203278262.65
2906006,Campo Formoso,BA,2023 - Receita Corrente Líquida,301142361.44
2906006,Campo Formoso,BA,Indicador 1,0.6750238049471543
2906006,Campo Formoso,BA,Nota 1,B
2401305,Campo Grande,RN,2023 - Dívida Consolidada,1784365.53
2401305,Campo Grande,RN,2023 - Receita Corrente Líquida,33194080.91
2401305,Campo Grande,RN,Indicador 1,0.05375553354943003
2401305,Campo Grande,RN,Nota 1,A
2701506,Campo Grande,AL,2023 - Dívida Consolidada,0
2701506,Campo Grande,AL,2023 - Receita Corrente Líquida,0
2701506,Campo Grande,AL,Indicador 1,n.d.
2701506,Campo Grande,AL,Nota 1,n.d.
5002704,Campo Grande,MS,2023 - Dívida Consolidada,858089743.57
5002704,Campo Grande,MS,2023 - Receita Corrente Líquida,4892360388.58
5002704,Campo Grande,MS,Indicador 1,0.17539381309132446
5002704,Campo Grande,MS,Nota 1,A
2202133,Campo Grande do Piauí,PI,2023 - Dívida Consolidada,673854.73
2202133,Campo Grande do Piauí,PI,2023 - Receita Corrente Líquida,26525995.43
2202133,Campo Grande do Piauí,PI,Indicador 1,0.025403560510226627
2202133,Campo Grande do Piauí,PI,Nota 1,A
4104204,Campo Largo,PR,2023 - Dívida Consolidada,92881530.45
4104204,Campo Largo,PR,2023 - Receita Corrente Líquida,512385116.06
4104204,Campo Largo,PR,Indicador 1,0.18127288935364708
4104204,Campo Largo,PR,Nota 1,A
2202174,Campo Largo do Piauí,PI,2023 - Dívida Consolidada,3671982.97
2202174,Campo Largo do Piauí,PI,2023 - Receita Corrente Líquida,40359376.35
2202174,Campo Largo do Piauí,PI,Indicador 1,0.09098215339494461
2202174,Campo Largo do Piauí,PI,Nota 1,A
5204854,Campo Limpo de Goiás,GO,2023 - Dívida Consolidada,333307.09
5204854,Campo Limpo de Goiás,GO,2023 - Receita Corrente Líquida,35742810.48
5204854,Campo Limpo de Goiás,GO,Indicador 1,0.009325150583402025
5204854,Campo Limpo de Goiás,GO,Nota 1,A
3509601,Campo Limpo Paulista,SP,2023 - Dívida Consolidada,81592993.4
3509601,Campo Limpo Paulista,SP,2023 - Receita Corrente Líquida,336077399.56
3509601,Campo Limpo Paulista,SP,Indicador 1,0.24278036400788439
3509601,Campo Limpo Paulista,SP,Nota 1,A
4104253,Campo Magro,PR,2023 - Dívida Consolidada,31437083.78
4104253,Campo Magro,PR,2023 - Receita Corrente Líquida,126799058.11
4104253,Campo Magro,PR,Indicador 1,0.2479283698836933
4104253,Campo Magro,PR,Nota 1,A
2202208,Campo Maior,PI,2023 - Dívida Consolidada,95496867.46
2202208,Campo Maior,PI,2023 - Receita Corrente Líquida,205152223.52
2202208,Campo Maior,PI,Indicador 1,0.46549272448265777
2202208,Campo Maior,PI,Nota 1,A
4104303,Campo Mourão,PR,2023 - Dívida Consolidada,59525572.32
4104303,Campo Mourão,PR,2023 - Receita Corrente Líquida,531766195.57
4104303,Campo Mourão,PR,Indicador 1,0.11193936887280802
4104303,Campo Mourão,PR,Nota 1,A
4304002,Campo Novo,RS,2023 - Dívida Consolidada,4082040.1
4304002,Campo Novo,RS,2023 - Receita Corrente Líquida,32256786.92
4304002,Campo Novo,RS,Indicador 1,0.12654825510438658
4304002,Campo Novo,RS,Nota 1,A
1100700,Campo Novo de Rondônia,RO,2023 - Dívida Consolidada,11448190.59
1100700,Campo Novo de Rondônia,RO,2023 - Receita Corrente Líquida,64337403.1
1100700,Campo Novo de Rondônia,RO,Indicador 1,0.17793989247912306
1100700,Campo Novo de Rondônia,RO,Nota 1,A
5102637,Campo Novo do Parecis,MT,2023 - Dívida Consolidada,9021202.82
5102637,Campo Novo do Parecis,MT,2023 - Receita Corrente Líquida,340592192.24
5102637,Campo Novo do Parecis,MT,Indicador 1,0.026486816273354745
5102637,Campo Novo do Parecis,MT,Nota 1,A
2402105,Campo Redondo,RN,2023 - Dívida Consolidada,20271431.65
2402105,Campo Redondo,RN,2023 - Receita Corrente Líquida,46005937.14
2402105,Campo Redondo,RN,Indicador 1,0.44062642585265244
2402105,Campo Redondo,RN,Nota 1,A
5102678,Campo Verde,MT,2023 - Dívida Consolidada,2403100.58
5102678,Campo Verde,MT,2023 - Receita Corrente Líquida,319963918.25
5102678,Campo Verde,MT,Indicador 1,0.00751053616652602
5102678,Campo Verde,MT,Nota 1,A
3111507,Campos Altos,MG,2023 - Dívida Consolidada,4112593.32
3111507,Campos Altos,MG,2023 - Receita Corrente Líquida,70069793.8
3111507,Campos Altos,MG,Indicador 1,0.058692813221893625
3111507,Campos Altos,MG,Nota 1,A
5204904,Campos Belos,GO,2023 - Dívida Consolidada,6591242.85
5204904,Campos Belos,GO,2023 - Receita Corrente Líquida,74679628.81
5204904,Campos Belos,GO,Indicador 1,0.08826025189237947
5204904,Campos Belos,GO,Nota 1,A
4304101,Campos Borges,RS,2023 - Dívida Consolidada,2821213.41
4304101,Campos Borges,RS,2023 - Receita Corrente Líquida,28753605.13
4304101,Campos Borges,RS,Indicador 1,0.09811685864241401
4304101,Campos Borges,RS,Nota 1,A
5102686,Campos de Júlio,MT,2023 - Dívida Consolidada,0
5102686,Campos de Júlio,MT,2023 - Receita Corrente Líquida,116852514.29
5102686,Campos de Júlio,MT,Indicador 1,0
5102686,Campos de Júlio,MT,Nota 1,A
3509700,Campos do Jordão,SP,2023 - Dívida Consolidada,144463464.17
3509700,Campos do Jordão,SP,2023 - Receita Corrente Líquida,335045475.52
3509700,Campos do Jordão,SP,Indicador 1,0.4311756902426115
3509700,Campos do Jordão,SP,Nota 1,A
3301009,Campos dos Goytacazes,RJ,2023 - Dívida Consolidada,1017468522.7
3301009,Campos dos Goytacazes,RJ,2023 - Receita Corrente Líquida,2790730246.23
3301009,Campos dos Goytacazes,RJ,Indicador 1,0.3645886319806435
3301009,Campos dos Goytacazes,RJ,Nota 1,A
3111606,Campos Gerais,MG,2023 - Dívida Consolidada,3734009.5
3111606,Campos Gerais,MG,2023 - Receita Corrente Líquida,119061794.5
3111606,Campos Gerais,MG,Indicador 1,0.03136194541398416
3111606,Campos Gerais,MG,Nota 1,A
1703842,Campos Lindos,TO,2023 - Dívida Consolidada,2573805.1
1703842,Campos Lindos,TO,2023 - Receita Corrente Líquida,55501245.78
1703842,Campos Lindos,TO,Indicador 1,0.04637382573721393
1703842,Campos Lindos,TO,Nota 1,A
4203600,Campos Novos,SC,2023 - Dívida Consolidada,51592977.97
4203600,Campos Novos,SC,2023 - Receita Corrente Líquida,234131557.73
4203600,Campos Novos,SC,Indicador 1,0.22035892329173717
4203600,Campos Novos,SC,Nota 1,A
3509809,Campos Novos Paulista,SP,2023 - Dívida Consolidada,213160.94
3509809,Campos Novos Paulista,SP,2023 - Receita Corrente Líquida,40843730.38
3509809,Campos Novos Paulista,SP,Indicador 1,0.005218939064008188
3509809,Campos Novos Paulista,SP,Nota 1,A
2302701,Campos Sales,CE,2023 - Dívida Consolidada,46168456.8
2302701,Campos Sales,CE,2023 - Receita Corrente Líquida,94454524.17
2302701,Campos Sales,CE,Indicador 1,0.4887903168820759
2302701,Campos Sales,CE,Nota 1,A
5204953,Campos Verdes,GO,2023 - Dívida Consolidada,8878582.1
5204953,Campos Verdes,GO,2023 - Receita Corrente Líquida,30531272.84
5204953,Campos Verdes,GO,Indicador 1,0.29080288091913037
5204953,Campos Verdes,GO,Nota 1,A
2603603,Camutanga,PE,2023 - Dívida Consolidada,4496504.89
2603603,Camutanga,PE,2023 - Receita Corrente Líquida,42726648.65
2603603,Camutanga,PE,Indicador 1,0.10523888561524238
2603603,Camutanga,PE,Nota 1,A
3111903,Cana Verde,MG,2023 - Dívida Consolidada,2364325.76
3111903,Cana Verde,MG,2023 - Receita Corrente Líquida,31899276.04
3111903,Cana Verde,MG,Indicador 1,0.07411847707876695
3111903,Cana Verde,MG,Nota 1,A
3111705,Canaã,MG,2023 - Dívida Consolidada,226828.51
3111705,Canaã,MG,2023 - Receita Corrente Líquida,26662111.66
3111705,Canaã,MG,Indicador 1,0.008507522318282872
3111705,Canaã,MG,Nota 1,A
1502152,Canaã dos Carajás,PA,2023 - Dívida Consolidada,7504138.46
1502152,Canaã dos Carajás,PA,2023 - Receita Corrente Líquida,1797591438.2
1502152,Canaã dos Carajás,PA,Indicador 1,0.004174551736580473
1502152,Canaã dos Carajás,PA,Nota 1,A
5102694,Canabrava do Norte,MT,2023 - Dívida Consolidada,1159740.48
5102694,Canabrava do Norte,MT,2023 - Receita Corrente Líquida,37321267.82
5102694,Canabrava do Norte,MT,Indicador 1,0.03107451991163359
5102694,Canabrava do Norte,MT,Nota 1,A
3509908,Cananéia,SP,2023 - Dívida Consolidada,16419467.21
3509908,Cananéia,SP,2023 - Receita Corrente Líquida,79117582.32
3509908,Cananéia,SP,Indicador 1,0.2075324691241147
3509908,Cananéia,SP,Nota 1,A
2701605,Canapi,AL,2023 - Dívida Consolidada,4582607.64
2701605,Canapi,AL,2023 - Receita Corrente Líquida,122761524.97
2701605,Canapi,AL,Indicador 1,0.03732934762027337
2701605,Canapi,AL,Nota 1,A
2906105,Canápolis,BA,2023 - Dívida Consolidada,43563065.98
2906105,Canápolis,BA,2023 - Receita Corrente Líquida,41784002.85
2906105,Canápolis,BA,Indicador 1,1.0425776136476592
2906105,Canápolis,BA,Nota 1,C
3111804,Canápolis,MG,2023 - Dívida Consolidada,12418486.98
3111804,Canápolis,MG,2023 - Receita Corrente Líquida,59946105.21
3111804,Canápolis,MG,Indicador 1,0.2071608645214934
3111804,Canápolis,MG,Nota 1,A
2906204,Canarana,BA,2023 - Dívida Consolidada,38854730.99
2906204,Canarana,BA,2023 - Receita Corrente Líquida,104677004.19
2906204,Canarana,BA,Indicador 1,0.3711868837923036
2906204,Canarana,BA,Nota 1,A
5102702,Canarana,MT,2023 - Dívida Consolidada,27640263.39
5102702,Canarana,MT,2023 - Receita Corrente Líquida,202788684.84
5102702,Canarana,MT,Indicador 1,0.13630081684196596
5102702,Canarana,MT,Nota 1,A
3509957,Canas,SP,2023 - Dívida Consolidada,3322807.59
3509957,Canas,SP,2023 - Receita Corrente Líquida,31486670.41
3509957,Canas,SP,Indicador 1,0.10553061173926773
3509957,Canas,SP,Nota 1,A
2202251,Canavieira,PI,2023 - Dívida Consolidada,3411757.11
2202251,Canavieira,PI,2023 - Receita Corrente Líquida,23731483.39
2202251,Canavieira,PI,Indicador 1,0.143765016873646
2202251,Canavieira,PI,Nota 1,A
2906303,Canavieiras,BA,2023 - Dívida Consolidada,50533906.93
2906303,Canavieiras,BA,2023 - Receita Corrente Líquida,114224493.18
2906303,Canavieiras,BA,Indicador 1,0.4424086771859555
2906303,Canavieiras,BA,Nota 1,A
2906402,Candeal,BA,2023 - Dívida Consolidada,38605334.91
2906402,Candeal,BA,2023 - Receita Corrente Líquida,30367638.96
2906402,Candeal,BA,Indicador 1,1.2712656048384472
2906402,Candeal,BA,Nota 1,C
2906501,Candeias,BA,2023 - Dívida Consolidada,257324947.11
2906501,Candeias,BA,2023 - Receita Corrente Líquida,546559609.17
2906501,Candeias,BA,Indicador 1,0.4708085683476888
2906501,Candeias,BA,Nota 1,A
3112000,Candeias,MG,2023 - Dívida Consolidada,1060394.92
3112000,Candeias,MG,2023 - Receita Corrente Líquida,58410441.65
3112000,Candeias,MG,Indicador 1,0.018154201373000573
3112000,Candeias,MG,Nota 1,A
1100809,Candeias do Jamari,RO,2023 - Dívida Consolidada,10642326.38
1100809,Candeias do Jamari,RO,2023 - Receita Corrente Líquida,93345650.97
1100809,Candeias do Jamari,RO,Indicador 1,0.11400987908285408
1100809,Candeias do Jamari,RO,Nota 1,A
4304200,Candelária,RS,2023 - Dívida Consolidada,12139423.91
4304200,Candelária,RS,2023 - Receita Corrente Líquida,124746434.74
4304200,Candelária,RS,Indicador 1,0.09731279242810688
4304200,Candelária,RS,Nota 1,A
2906600,Candiba,BA,2023 - Dívida Consolidada,16588946.89
2906600,Candiba,BA,2023 - Receita Corrente Líquida,52878520.92
2906600,Candiba,BA,Indicador 1,0.3137180579444997
2906600,Candiba,BA,Nota 1,A
4104402,Cândido de Abreu,PR,2023 - Dívida Consolidada,5559469.16
4104402,Cândido de Abreu,PR,2023 - Receita Corrente Líquida,73083240.63
4104402,Cândido de Abreu,PR,Indicador 1,0.0760703700612571
